0, 0.081037
1, 0.076338
2, 0.069235
3, 0.062944
4, 0.056834
5, 0.051088
6, 0.045513
7, 0.041808
8, 0.036442
9, 0.033134
10, 0.030287
11, 0.027204
12, 0.024803
13, 0.022127
14, 0.019733
15, 0.018212
16, 0.016007
17, 0.014313
18, 0.012388
19, 0.011312
20, 0.011026
21, 0.008806
22, 0.007537
23, 0.006781
24, 0.006891
25, 0.006169
26, 0.005622
27, 0.005168
28, 0.003677
29, 0.003817
30, 0.003601
31, 0.003627
32, 0.003144
33, 0.002787
34, 0.002601
35, 0.002014
36, 0.001856
37, 0.001888
38, 0.001434
39, 0.002058
40, 0.001322
41, 0.000836
42, 0.001559
43, 0.001005
44, 0.000662
45, 0.000911
46, 0.001004
47, 0.001072
48, 0.000508
49, -0.000038
50, 0.000783
51, -0.000228
52, 0.000064
53, -0.000098
54, 0.001363
55, 0.000616
56, -0.000725
57, -0.000065
58, 0.000509
59, -0.000269
60, -0.000311
61, 0.000503
62, 0.000302
63, -0.000308
64, -0.000650
65, 0.000968
66, 0.000481
67, -0.000254
0, 0.000087
1, -0.000102
2, -0.000476
3, 0.000638
4, -0.000385
5, 0.000124
6, 0.001020
7, 0.000356
8, -0.000483
9, -0.000304
10, 0.000559
11, -0.000241
12, -0.000677
13, -0.002211
14, -0.001116
15, -0.002257
16, 0.001014
17, 0.002959
18, 0.004449
19, -0.000944
20, 0.001307
21, 0.001118
22, 0.001239
23, -0.001083
24, -0.000636
25, 0.000760
26, -0.001237
27, -0.000025
28, -0.001441
29, -0.001635
30, 0.001011
31, -0.000563
32, -0.001336
33, -0.000249
34, 0.000363
35, -0.001774
36, 0.003135
37, 0.001482
38, -0.001179
39, -0.000504
40, -0.000658
41, 0.009324
42, -0.006252
43, -0.000657
44, 0.007556
45, -0.001027
46, -0.000559
47, -0.000235
48, 0.002658
49, 0.003768
50, 0.002289
51, 0.000100
52, -0.015355
53, -0.004004
54, 0.001225
55, -0.003597
56, -0.004613
57, -0.005620
58, -0.006488
59, -0.007513
60, -0.005184
61, -0.002226
62, -0.004442
63, -0.005294
64, -0.008656
65, -0.007680
66, -0.006013
67, -0.004145
0, 0.011973
1, 0.016352
2, 0.023221
3, 0.017532
4, 0.019976
5, 0.024854
6, 0.027018
7, 0.013275
8, -0.032458
9, -0.041556
10, -0.034511
11, 0.009283
12, 0.021553
13, 0.003222
14, -0.010104
15, -0.006874
16, -0.005729
17, 0.001003
18, -0.002192
19, -0.005835
20, -0.002262
21, -0.000545
22, 0.000695
23, 0.004644
24, -0.003549
25, -0.002644
26, -0.001205
27, -0.002471
28, 0.011715
29, 0.005481
30, 0.013754
31, 0.017143
32, 0.019950
33, 0.016342
34, 0.019902
35, 0.030812
36, 0.034190
37, 0.001829
38, -0.022001
39, -0.016686
40, -0.010457
41, -0.008738
42, 0.006101
43, -0.002461
44, -0.010776
45, -0.021948
46, -0.019413
47, -0.017014
48, -0.013522
49, -0.016020
50, -0.016972
51, -0.012583
52, -0.012773
53, -0.014785
54, -0.010707
55, -0.003819
56, -0.002969
57, -0.007507
58, -0.009905
59, -0.005967
60, 0.004397
61, 0.018288
62, 0.087959
63, -0.005859
64, -0.081310
65, -0.067140
66, 0.032681
67, 0.079858
0, -0.008736
1, -0.002259
2, -0.005600
3, -0.005029
4, 0.001407
5, 0.001608
6, 0.001343
7, 0.002465
8, 0.002074
9, 0.002676
10, 0.001212
11, 0.004044
12, -0.000991
13, 0.000511
14, 0.005032
15, 0.009072
16, 0.011577
17, 0.002813
18, 0.007675
19, 0.014734
20, 0.013556
21, 0.017935
22, 0.044339
23, 0.026168
24, 0.003831
25, -0.012379
26, -0.016331
27, 0.001082
28, 0.009673
29, -0.038819
30, -0.035894
31, -0.029785
32, -0.027694
33, -0.027279
34, -0.015095
35, -0.010753
36, -0.004651
37, -0.008795
38, -0.007827
39, -0.004448
40, 0.014056
41, 0.033085
42, 0.040261
43, 0.040744
44, 0.020276
45, 0.000885
46, 0.035838
47, 0.064226
48, 0.002260
49, -0.068165
50, -0.080862
51, -0.024121
52, 0.062468
53, 0.001424
54, -0.033013
55, -0.020323
56, -0.001167
57, -0.001803
58, 0.000334
59, -0.004239
60, -0.003582
61, -0.004950
62, -0.002763
63, -0.006833
64, 0.000437
65, -0.001829
66, 0.000557
67, 0.004175
0, 0.023629
1, 0.006265
2, 0.003495
3, 0.019511
4, 0.013802
5, 0.008548
6, -0.008415
7, -0.021362
8, -0.019472
9, -0.019465
10, -0.019672
11, -0.018548
12, -0.022273
13, -0.022854
14, -0.019207
15, -0.014540
16, -0.010599
17, -0.002367
18, 0.002194
19, 0.005062
20, 0.004345
21, -0.000947
22, -0.003403
23, 0.002236
24, 0.012198
25, 0.010732
26, 0.020064
27, 0.026730
28, 0.018437
29, -0.000052
30, -0.001536
31, 0.070696
32, 0.083714
33, -0.025793
34, -0.109410
35, -0.065309
36, 0.035692
37, 0.048226
38, -0.003054
39, -0.015671
40, -0.006860
41, -0.002594
42, -0.000816
43, 0.001203
44, -0.003012
45, -0.004115
46, -0.000748
47, -0.003370
48, -0.001127
49, 0.001439
50, -0.002380
51, 0.000846
52, 0.007182
53, 0.011540
54, 0.004281
55, 0.000584
56, 0.009735
57, 0.010850
58, 0.010015
59, 0.017688
60, 0.047342
61, 0.029116
62, 0.011739
63, -0.002788
64, -0.007911
65, 0.001141
66, 0.001448
67, -0.000605
0, -0.032549
1, -0.035153
2, -0.030790
3, -0.028617
4, -0.025082
5, -0.020605
6, -0.037111
7, 0.040772
8, 0.014337
9, -0.007166
10, 0.043785
11, 0.095432
12, 0.059655
13, -0.108245
14, -0.094268
15, -0.018920
16, 0.089640
17, 0.026787
18, -0.015908
19, -0.020456
20, -0.010883
21, -0.006442
22, -0.003065
23, -0.010833
24, 0.001629
25, -0.005487
26, -0.005861
27, -0.001414
28, -0.007174
29, 0.003909
30, -0.001517
31, 0.004858
32, 0.004797
33, 0.006342
34, -0.001033
35, 0.000820
36, 0.000984
37, 0.009994
38, 0.014366
39, -0.003734
40, 0.004557
41, 0.014703
42, 0.020894
43, 0.020651
44, 0.036971
45, 0.043477
46, 0.016261
47, -0.000178
48, -0.034066
49, -0.031975
50, -0.027115
51, -0.034913
52, -0.030985
53, -0.031914
54, -0.027956
55, -0.029409
56, -0.026995
57, -0.016904
58, -0.006183
59, 0.012915
60, 0.036398
61, 0.045071
62, 0.042342
63, 0.036399
64, 0.003126
65, -0.021596
66, 0.047934
67, 0.088073
0, -0.023829
1, -0.030473
2, -0.019403
3, -0.013597
4, -0.013629
5, -0.014349
6, -0.007590
7, -0.006491
8, -0.014478
9, -0.006550
10, -0.002009
11, -0.003163
12, -0.006401
13, 0.000857
14, 0.005099
15, 0.026404
16, 0.025720
17, 0.074147
18, 0.063637
19, 0.009647
20, 0.008019
21, 0.008545
22, 0.008712
23, -0.017292
24, -0.004684
25, -0.016836
26, -0.028009
27, -0.044025
28, -0.043399
29, -0.031380
30, -0.026946
31, -0.036603
32, -0.034250
33, -0.037451
34, -0.030200
35, -0.028215
36, -0.022582
37, -0.002066
38, 0.005902
39, 0.052940
40, 0.060385
41, 0.080222
42, 0.030368
43, 0.068088
44, 0.066632
45, 0.027062
46, -0.062907
47, -0.089737
48, -0.036506
49, 0.065254
50, 0.012578
51, -0.022936
52, -0.021184
53, -0.020180
54, -0.009994
55, -0.009279
56, -0.005032
57, -0.006148
58, -0.003481
59, 0.003830
60, 0.000314
61, 0.002598
62, -0.001930
63, 0.028204
64, -0.000330
65, 0.002590
66, 0.013950
67, 0.020295
0, 0.010832
1, 0.013825
2, 0.018834
3, 0.007485
4, -0.030672
5, -0.015473
6, -0.023960
7, -0.023874
8, -0.021748
9, -0.023712
10, -0.022186
11, -0.026306
12, -0.031560
13, -0.021839
14, -0.025456
15, -0.036703
16, -0.027740
17, -0.007164
18, 0.015237
19, 0.046227
20, 0.051883
21, 0.062253
22, 0.044095
23, 0.099258
24, -0.013128
25, -0.025999
26, -0.026540
27, -0.028729
28, -0.010142
29, -0.013327
30, -0.008917
31, -0.011284
32, -0.007425
33, -0.007515
34, -0.003565
35, 0.006121
36, -0.000536
37, 0.002408
38, 0.013625
39, 0.007024
40, -0.005415
41, -0.003021
42, 0.001845
43, 0.003444
44, 0.011147
45, 0.018208
46, 0.022951
47, 0.025705
48, 0.040177
49, 0.046423
50, 0.020970
51, 0.002928
52, 0.013175
53, -0.008532
54, 0.006715
55, -0.004700
56, -0.013784
57, -0.025317
58, -0.041393
59, -0.038313
60, -0.035043
61, -0.024768
62, -0.025346
63, -0.032792
64, 0.023030
65, 0.022203
66, 0.049031
67, 0.042144
0, -0.087585
1, 0.015576
2, 0.078774
3, -0.014019
4, -0.000069
5, -0.005371
6, -0.008670
7, -0.007246
8, -0.000264
9, 0.003921
10, 0.000123
11, -0.002630
12, -0.003337
13, -0.005014
14, -0.002372
15, 0.003847
16, 0.002737
17, 0.006969
