0.954467, 0.064117, -0.013662, 0.956716
0.954580, 0.064044, -0.013288, 0.956818
0.954300, 0.063885, -0.013924, 0.956537
0.954334, 0.063741, -0.014205, 0.956566
0.954365, 0.063991, -0.014068, 0.956611
0.954202, 0.064310, -0.014626, 0.956478
0.953864, 0.064313, -0.014349, 0.956138
0.953847, 0.064032, -0.014587, 0.956105
0.953641, 0.064631, -0.014995, 0.955946
0.953264, 0.064602, -0.015557, 0.955577
0.953117, 0.064671, -0.015965, 0.955442
0.953079, 0.065396, -0.015456, 0.955445
0.953809, 0.065763, -0.015193, 0.956194
0.954084, 0.065525, -0.014762, 0.956445
0.953853, 0.064742, -0.015834, 0.956179
0.952692, 0.064986, -0.015533, 0.955032
0.952030, 0.065585, -0.015360, 0.954410
0.952006, 0.065839, -0.015885, 0.954412
0.952940, 0.065972, -0.015773, 0.955351
0.955401, 0.065713, -0.014408, 0.957766
0.954847, 0.065385, -0.014251, 0.957189
0.955113, 0.064616, -0.013818, 0.957396
0.954493, 0.064494, -0.014790, 0.956783
0.954698, 0.064952, -0.015081, 0.957024
0.954502, 0.065270, -0.015050, 0.956849
0.954420, 0.065271, -0.014147, 0.956754
0.954538, 0.064798, -0.013724, 0.956833
0.955025, 0.064373, -0.014219, 0.957298
0.955273, 0.064559, -0.014762, 0.957566
0.956068, 0.065485, -0.015055, 0.958426
0.953920, 0.065275, -0.015222, 0.956272
0.955233, 0.064328, -0.014885, 0.957513
0.956128, 0.064234, -0.014875, 0.958398
0.956455, 0.064055, -0.014962, 0.958714
0.955604, 0.064179, -0.014749, 0.957871
0.955794, 0.064385, -0.014655, 0.958072
0.955010, 0.064475, -0.014083, 0.957287
0.954782, 0.065030, -0.014834, 0.957109
0.954195, 0.065624, -0.015704, 0.956578
0.953763, 0.065305, -0.014735, 0.956109
0.952420, 0.065398, -0.014739, 0.954776
0.951212, 0.065955, -0.015911, 0.953629
0.951176, 0.066930, -0.018034, 0.953698
0.951334, 0.068280, -0.019944, 0.953990
0.952048, 0.069305, -0.021856, 0.954818
0.952596, 0.069564, -0.022505, 0.955397
0.952992, 0.067995, -0.023673, 0.955708
0.952777, 0.065826, -0.024820, 0.955370
0.951342, 0.063496, -0.027311, 0.953850
0.952724, 0.061780, -0.030524, 0.955213
0.954062, 0.062891, -0.032441, 0.956683
0.953452, 0.063701, -0.032705, 0.956137
0.953286, 0.062912, -0.034986, 0.956000
0.953518, 0.062203, -0.034994, 0.956185
0.951722, 0.061944, -0.033834, 0.954336
0.951921, 0.059531, -0.033569, 0.954371
0.948187, 0.059447, -0.030704, 0.950545
0.947501, 0.061267, 0.001254, 0.949481
0.948411, 0.061671, 0.002850, 0.950418
0.949420, 0.070565, 0.010025, 0.952091
0.948991, 0.077427, 0.037881, 0.952898
0.950896, 0.078099, 0.039194, 0.954903
0.950987, 0.081264, 0.040764, 0.955323
0.949256, 0.085436, 0.042176, 0.954025
0.948844, 0.094118, 0.044321, 0.954530
0.948569, 0.103252, 0.044499, 0.955209
0.949180, 0.108149, 0.042324, 0.956259
0.949921, 0.112268, 0.039784, 0.957359
0.952972, 0.113413, 0.036333, 0.960385
0.952950, 0.118330, 0.032548, 0.960820
0.953024, 0.124836, 0.026615, 0.961534
0.950706, 0.133436, 0.024101, 0.960327
0.945664, 0.136810, 0.026023, 0.955863
0.939221, 0.132640, 0.029600, 0.949002
0.936289, 0.127279, 0.030093, 0.945379
0.938423, 0.120562, 0.026644, 0.946511
0.941964, 0.115659, 0.024419, 0.949353
0.944958, 0.111534, 0.019402, 0.951716
0.955761, 0.108108, 0.009150, 0.961900
0.975400, 0.099909, 0.001000, 0.980504
0.992202, 0.115475, -0.002729, 0.998903
0.998057, 0.104069, -0.006861, 1.003491
0.997788, 0.094002, -0.012328, 1.002282
0.996782, 0.085707, -0.019482, 1.000650
0.993970, 0.055214, -0.028542, 0.995911
0.988006, 0.051678, -0.034161, 0.989946
0.982165, 0.048024, -0.040673, 0.984179
0.975767, 0.047392, -0.046530, 0.978025
0.975167, 0.044170, -0.050337, 0.977463
0.973386, 0.044495, -0.053177, 0.975852
0.969781, 0.046683, -0.058455, 0.972662
0.964726, 0.050736, -0.062715, 0.968092
0.955409, 0.051348, -0.067520, 0.959167
0.952564, 0.052087, -0.074661, 0.956904
0.946571, 0.057018, -0.078263, 0.951511
0.936888, 0.060788, -0.083836, 0.942594
0.930470, 0.065506, -0.090307, 0.937134
0.926797, 0.071076, -0.092625, 0.934122
0.920727, 0.074853, -0.095293, 0.928667
0.913265, 0.078723, -0.098665, 0.921946
0.917622, 0.091872, -0.108702, 0.928594
0.923258, 0.104550, -0.114810, 0.936225
0.925369, 0.118890, -0.126529, 0.941516
0.919061, 0.126193, -0.137846, 0.937870
0.917968, 0.127073, -0.152013, 0.939107
0.944371, 0.120851, -0.134496, 0.961525
0.980518, 0.103691, -0.130613, 0.994599
1.016843, 0.086932, -0.109609, 1.026421
0.998461, 0.082003, -0.113777, 1.008263
0.927733, 0.081267, -0.113342, 0.938158
0.914604, 0.098425, -0.115966, 0.927165
0.944875, 0.101628, -0.088751, 0.954460
0.970381, 0.110101, -0.063012, 0.978637
0.970322, 0.104260, -0.039378, 0.976702
0.963686, 0.101473, -0.023184, 0.969291
0.960008, 0.099155, -0.012025, 0.965190
0.956891, 0.095555, -0.009675, 0.961699
0.952085, 0.095634, -0.004060, 0.956884
0.949289, 0.100066, 0.003228, 0.954554
0.949064, 0.109549, 0.010851, 0.955427
0.950962, 0.124143, 0.019459, 0.959228
0.950760, 0.131392, 0.022335, 0.960055
0.945998, 0.135350, 0.025310, 0.955967
0.941906, 0.139290, 0.028278, 0.952570
0.938227, 0.144160, 0.028418, 0.949663
0.931960, 0.149487, 0.025819, 0.944226
0.924798, 0.159396, 0.021731, 0.938686
0.920838, 0.171151, 0.016401, 0.936752
0.914700, 0.181059, 0.005575, 0.932464
0.907367, 0.195846, -0.000463, 0.928262
0.899342, 0.206016, -0.002975, 0.922641
0.877526, 0.199996, -0.011654, 0.900103
0.887199, 0.193349, 0.013131, 0.908119
0.872045, 0.184244, 0.006819, 0.891322
0.865477, 0.181175, 0.013983, 0.884348
0.856899, 0.179931, 0.011671, 0.875664
0.861303, 0.187912, 0.023601, 0.881879
0.868126, 0.218502, 0.040361, 0.896111
0.855369, 0.215964, 0.053780, 0.883849
0.854870, 0.211501, 0.049308, 0.882024
0.864821, 0.220000, 0.045384, 0.893519
0.930925, 0.179490, -0.003481, 0.948078
1.019189, 0.165430, 0.007251, 1.032553
1.027574, 0.187952, 0.017583, 1.044770
1.017367, 0.196453, 0.007903, 1.036191
0.998169, 0.190921, -0.000899, 1.016265
0.982240, 0.165568, -0.019225, 0.996282
0.965339, 0.172341, -0.038624, 0.981363
0.957583, 0.177864, -0.046438, 0.975068
0.939539, 0.198470, -0.040525, 0.961128
0.898981, 0.222404, -0.044354, 0.927145
0.875865, 0.214355, -0.051396, 0.903177
0.851451, 0.194319, -0.054810, 0.875062
