-0.349305, -0.877448, -0.099915, 0.949690
-0.349100, -0.878440, -0.099027, 0.950439
-0.348535, -0.876963, -0.096867, 0.948643
-0.348408, -0.875255, -0.095119, 0.946841
-0.349058, -0.875520, -0.095395, 0.947353
-0.349546, -0.875853, -0.096130, 0.947915
-0.348841, -0.876153, -0.097472, 0.948069
-0.346775, -0.877655, -0.098776, 0.948835
-0.344440, -0.878436, -0.098392, 0.948668
-0.345394, -0.879045, -0.099118, 0.949653
-0.348255, -0.880255, -0.100548, 0.951967
-0.282208, -0.879764, -0.182105, 0.941694
-0.281795, -0.878153, -0.180238, 0.939705
-0.280755, -0.876610, -0.179336, 0.937779
-0.280202, -0.877117, -0.180083, 0.938231
-0.278655, -0.878712, -0.183283, 0.939881
-0.274402, -0.879671, -0.186842, 0.940228
-0.268382, -0.882146, -0.187514, 0.940942
-0.261728, -0.885034, -0.186755, 0.941629
-0.258225, -0.887348, -0.187338, 0.942954
-0.255742, -0.885163, -0.188640, 0.940480
-0.251220, -0.883862, -0.188936, 0.938094
-0.247057, -0.879184, -0.193872, 0.933589
-0.243028, -0.877632, -0.201132, 0.932606
-0.237305, -0.875951, -0.206688, 0.930765
-0.231585, -0.874724, -0.210322, 0.928983
-0.225106, -0.879024, -0.211742, 0.931768
-0.218039, -0.883080, -0.212241, 0.934033
-0.217409, -0.886064, -0.212495, 0.936766
-0.219132, -0.884672, -0.219534, 0.937475
-0.216865, -0.882378, -0.227031, 0.936570
-0.209578, -0.884390, -0.227839, 0.937005
-0.211803, -0.907716, -0.230413, 0.960156
-0.227640, -0.937604, -0.230394, 0.991969
-0.245794, -0.958889, -0.227263, 1.015644
-0.258304, -0.966657, -0.223086, 1.025141
-0.267454, -0.969282, -0.225069, 1.030386
-0.273489, -0.943490, -0.223837, 1.007508
-0.282732, -0.940676, -0.217086, 1.005950
-0.296579, -0.932457, -0.210431, 1.000858
-0.310462, -0.920896, -0.205808, 0.993374
-0.321994, -0.906612, -0.201651, 0.983000
-0.331314, -0.895662, -0.199275, 0.975546
-0.338361, -0.890839, -0.201613, 0.974028
-0.339736, -0.879393, -0.204688, 0.964702
-0.341354, -0.867108, -0.208232, 0.954861
-0.338897, -0.862033, -0.212295, 0.950274
-0.339645, -0.860880, -0.213711, 0.949814
-0.337933, -0.847522, -0.188230, 0.931624
-0.335534, -0.835508, -0.191097, 0.920421
-0.331946, -0.825653, -0.193383, 0.910652
-0.325666, -0.819538, -0.198843, 0.904013
-0.318682, -0.814513, -0.207451, 0.898903
-0.312974, -0.811606, -0.213344, 0.895641
-0.309844, -0.808707, -0.215724, 0.892495
-0.310274, -0.807901, -0.223216, 0.893756
-0.307035, -0.804996, -0.231996, 0.892251
-0.299542, -0.803426, -0.237947, 0.889852
-0.292994, -0.807796, -0.242033, 0.892726
-0.287392, -0.813338, -0.244735, 0.896665
-0.285026, -0.818132, -0.251056, 0.902003
-0.294920, -0.833628, -0.250029, 0.918928
-0.309639, -0.862350, -0.245991, 0.948702
-0.331845, -0.878323, -0.240511, 0.969235
-0.352577, -0.901502, -0.241713, 0.997718
-0.339926, -0.931826, -0.231021, 1.018440
-0.348204, -0.960897, -0.223741, 1.046245
-0.342576, -0.948651, -0.226632, 1.033760
-0.327878, -0.918682, -0.232636, 1.002796
-0.313706, -0.920924, -0.225777, 0.998744
-0.299435, -0.916875, -0.206572, 0.986404
-0.286219, -0.925271, -0.178405, 0.984823
-0.278913, -0.925334, -0.154340, 0.978701
-0.274729, -0.912689, -0.136589, 0.962878
-0.269726, -0.905203, -0.123836, 0.952618
-0.267230, -0.909088, -0.115967, 0.954621
-0.265272, -0.937226, -0.112393, 0.980507
-0.259695, -0.932388, -0.110054, 0.974115
-0.253152, -0.926710, -0.107173, 0.966625
-0.248795, -0.919803, -0.106722, 0.958815
-0.244209, -0.912928, -0.110013, 0.951409
-0.236840, -0.905987, -0.115989, 0.943588
-0.259507, -0.899461, -0.130800, 0.945242
-0.251647, -0.890938, -0.144995, 0.937080
-0.245819, -0.884884, -0.159414, 0.932126
-0.240102, -0.877734, -0.173647, 0.926401
-0.232765, -0.873768, -0.186348, 0.923242
-0.227694, -0.871339, -0.195242, 0.921518
-0.226759, -0.866312, -0.201293, 0.917842
-0.228781, -0.863496, -0.207514, 0.917076
-0.232126, -0.858310, -0.212719, 0.914237
-0.237806, -0.851846, -0.220806, 0.911563
-0.237379, -0.847548, -0.232066, 0.910243
-0.228409, -0.849087, -0.242582, 0.912121
-0.221581, -0.852366, -0.253985, 0.916589
-0.219640, -0.870576, -0.261418, 0.935139
-0.215509, -0.904109, -0.268297, 0.967388
-0.206355, -0.908957, -0.277110, 0.972407
-0.205852, -0.931136, -0.288246, 0.996231
-0.214273, -0.951082, -0.297288, 1.019240
-0.225281, -0.958783, -0.298512, 1.029138
-0.237184, -0.957556, -0.291246, 1.028589
-0.255713, -0.959581, -0.272161, 1.029688
-0.287166, -0.963772, -0.252567, 1.036875
-0.337015, -0.965645, -0.237377, 1.049951
-0.373067, -0.966665, -0.224009, 1.060095
-0.386023, -0.949005, -0.218992, 1.047655
-0.389564, -0.941369, -0.228489, 1.044099
-0.383397, -0.926541, -0.233723, 1.029610
-0.377374, -0.909698, -0.225490, 1.010350
-0.373866, -0.898248, -0.229079, 0.999552
-0.368422, -0.873449, -0.225011, 0.974309
-0.359613, -0.853422, -0.225244, 0.953092
-0.350165, -0.836928, -0.227496, 0.935317
-0.340714, -0.822190, -0.234873, 0.920460
-0.329925, -0.808367, -0.247733, 0.907568
-0.319841, -0.796600, -0.261924, 0.897482
-0.314589, -0.787913, -0.273033, 0.891247
-0.313586, -0.785220, -0.281175, 0.891048
-0.320128, -0.792751, -0.284313, 0.900983
-0.320858, -0.808812, -0.287330, 0.916344
-0.320656, -0.827901, -0.313198, 0.941453
-0.311028, -0.816347, -0.337336, 0.936459
-0.318018, -0.830032, -0.325188, 0.946486
-0.330792, -0.874662, -0.330315, 0.991748
-0.347528, -0.911764, -0.296789, 1.019889
-0.374887, -0.971102, -0.257689, 1.072373
-0.395961, -1.010910, -0.242178, 1.112374
-0.391536, -0.976188, -0.244963, 1.079930
-0.369713, -0.942592, -0.240754, 1.040735
-0.340546, -0.947356, -0.198541, 1.026096
-0.315175, -0.967754, -0.143553, 1.027857
-0.297989, -0.976998, -0.115019, 1.027887
-0.293601, -0.972610, -0.109887, 1.021884
-0.300056, -0.956247, -0.115778, 1.008884
-0.307292, -0.930157, -0.111639, 0.985943
-0.306834, -0.927168, -0.125623, 0.984667
-0.309857, -0.920026, -0.140534, 0.980922
-0.313625, -0.903270, -0.148009, 0.967556
-0.319781, -0.897586, -0.156482, 0.965613
-0.320260, -0.903754, -0.167897, 0.973410
-0.314870, -0.908543, -0.191976, 0.980535
-0.331492, -0.921001, -0.185904, 0.996338
-0.372679, -0.939693, -0.171688, 1.025373
-0.423841, -0.955555, -0.152287, 1.056370
-0.481492, -0.967544, -0.146904, 1.090668
-0.503758, -0.950364, -0.148679, 1.085849
-0.481512, -0.936051, -0.167105, 1.065819
-0.453777, -0.926877, -0.182800, 1.048060
-0.438950, -0.920522, -0.192440, 1.037820
-0.422657, -0.904664, -0.196342, 1.017648
-0.406765, -0.877513, -0.194305, 0.986530
